name	Hs_578T	HCC1187	MDAMB157	MDAMB436	BT549	BT20	BT549.1	CAL120	CAL51	CAL851	DU4475	HBL100	HCC1143	HCC1187.1	HCC1395	HCC1569	HCC1599	HCC1806	HCC1937	HCC1954	HCC3153	HCC38	HCC70	HDQP1	HS578T	JIMT1	MACLS2	MB157	MDAMB157.1	MDAMB231	MDAMB436.1	MDAMB468	MX1	SKBR7	SUM102	SUM1315	SUM149	SUM159	SUM229	SW527	UACC3199	CAL120.1	HCC38.1	HCC1599.1	HCC1395.1	MDAMB468.1	MDAMB231.1	HCC1954.1	JIMT1.1	HDQP1.1	HMC18	BT20.1	HCC1806.1	HCC2157	HCC1500	HCC1143.1	CAL51.1	CAL851.1	HCC1569.1	HCC70.1	DU4475.1	HCC1937.1
ENSG00000008283|CYB561|protein_coding	20.9074	34.7026	24.4549	14.5794	41.8318	73.3729	57.1032	48.4215	19.498	80.3761	36.6915	37.3814	65.3157	38.1698	25.8093	139.028	82.0485	77.1299	84.6978	134.866	93.5921	92.9926	84.0599	62.2443	34.552	116.436	40.7877	47.0968	84.7702	65.2149	19.4982	70.6734	97.4421	19.0358	19.8346	6.82177	42.8025	32.0875	30.4642	26.2135	92.4621	33.4473	106.88799999999999	64.634	26.6356	60.1947	40.7779	134.142	120.464	34.5373	2.02875	80.6283	47.0121	138.512	99.8707	50.3336	15.2798	48.7759	103.92	88.3952	47.6586	71.1903
ENSG00000008323|PLEKHG6|protein_coding	0.10504300000000001	45.4501	0.220651	0.451725	0.564879	21.3352	0.154645	1.40127	5.35316	26.2615	2.66554	1.6183299999999998	11.5721	47.2569	0.176202	8.80964	11.8401	17.4443	29.5644	0.567612	19.9153	7.49458	16.2522	34.4161	0.097061	21.4081	17.1313	3.0626	0.24104899999999999	0.306505	0.356387	9.25155	0.596377	2.7793799999999997	1.70596	0.21930300000000003	21.5897	0.44149099999999997	12.0962	2.0796900000000003	15.1918	1.20356	8.42413	12.4015	0.348087	3.7408099999999997	0.265401	1.39555	15.5447	11.1447	0.934853	24.3254	7.1879800000000005	3.16795	1.35123	6.90605	3.6372400000000003	9.531260000000001	2.51784	18.5819	1.59728	20.2433
ENSG00000010270|STARD3NL|protein_coding	42.2913	24.1616	55.96	43.0575	38.5532	36.2294	48.5198	24.4697	39.3183	24.8843	24.5792	37.1168	17.7839	29.8386	46.8856	24.5176	17.8388	22.3592	27.2808	26.5124	19.1264	30.1314	25.6247	34.6709	63.7011	20.7661	23.5046	41.7143	52.5564	52.8509	31.6762	19.8293	16.5268	41.3025	17.5331	57.4721	16.8394	15.6118	20.3703	63.4717	25.0947	18.9757	19.6023	16.8309	28.8268	7.621519999999999	26.8856	24.396	15.5701	12.3331	14.5088	20.8602	6.050680000000001	13.1773	42.8716	9.3372	21.121	10.1458	17.3615	34.9279	20.4564	14.3799
ENSG00000011028|MRC2|protein_coding	197.067	15.6987	198.667	50.2337	32.4301	0.9320930000000001	20.0044	8.8643	11.7277	47.5691	5.67393	27.0066	19.9094	15.1969	28.146	13.3259	8.19047	1.1566100000000001	6.10649	0.8323950000000001	8.67055	20.6634	0.552148	12.1835	169.208	1.51714	16.5883	9.559389999999999	170.59799999999998	24.8207	31.0487	1.40472	21.3748	36.4872	0.699509	60.028	11.5571	55.6676	1.18597	5.40125	115.86	3.93163	69.1551	5.34344	21.730999999999998	1.65172	13.3054	1.6148	1.20803	6.13189	31.7159	3.5921300000000005	1.85143	2.87358	0.8940040000000001	30.076999999999998	24.6522	13.7033	3.98872	1.46922	18.9569	1.8763599999999998
ENSG00000011347|SYT7|protein_coding	3.20436	65.2772	0.711967	4.68066	0.082236	4.686319999999999	0.08978960000000001	0.816832	0.46143900000000004	24.1022	48.1403	3.01847	11.0552	142.811	35.3877	42.5957	47.36600000000001	11.6199	41.2162	24.8537	18.6224	37.3169	37.6761	7.24667	8.110489999999999	13.0942	42.486999999999995	0.643012	1.3693	0.255338	1.39343	98.6909	75.8683	1.0621399999999999	3.46476	1.30894	5.7293	4.69335	2.17212	4.486219999999999	19.3429	0.161457	53.0002	53.4214	12.9322	45.2137	0.0774189	26.8625	8.570739999999999	4.13692	1.6915200000000001	10.2793	3.4472199999999997	97.9985	55.9688	20.6382	0.562284	7.6803300000000005	33.2359	24.935	78.8905	21.0699
ENSG00000012779|ALOX5|protein_coding	0.012628200000000001	4.65551	0.0105001	1.58575	0.0417446	8.53052	0.0	0.0	0.012338600000000002	38.2883	0.0	0.0163565	NA	9.725719999999999	0.0	0.0396599	7.116410000000001	13.2528	35.3389	3.12164	0.418149	0.0	4.211530000000001	71.9887	0.0	8.3826	11.5744	4.0088099999999995	0.07058980000000001	2.2982	2.26473	0.026648500000000002	0.148069	0.0300882	4.59258	0.0	0.0368365	0.0424609	0.285265	0.0239918	0.047020099999999995	0.0507017	0.049953899999999996	1.75815	0.115231	6.7427600000000005	1.00843	2.10161	4.04786	44.7424	0.04676	16.3619	21.7826	0.0928751	0.0738387	0.03961	0.103421	6.651910000000001	0.046986900000000005	2.7164900000000003	0.0	14.2591
ENSG00000015479|MATR3|protein_coding	49.1638	81.6948	130.53799999999998	66.1394	98.5592	59.1043	157.306	150.7	237.988	110.669	143.153	173.735	113.494	137.798	132.821	119.29	125.251	106.21600000000001	100.13	106.678	84.4167	143.142	80.8671	108.509	100.456	68.9419	61.5922	169.56900000000002	197.43	124.42299999999999	134.958	172.449	129.641	83.5612	107.36200000000001	165.769	71.7951	119.819	91.7628	161.871	101.28	97.8935	79.8834	97.4193	84.1106	85.4939	65.7449	90.5773	43.9275	32.8841	64.3757	65.7357	21.2497	67.0058	92.6649	63.9524	125.37799999999999	27.5816	71.7944	56.5719	81.8261	63.3699
ENSG00000016402|IL20RA|protein_coding	0.0216517	1.29135	0.976663	0.474866	0.0455465	NA	NA	0.0871087	0.052888	26.1822	0.275831	0.028044	NA	2.5047099999999998	NA	0.936291	5.42286	5.38719	4.8868	9.550180000000001	0.45280200000000004	0.476315	12.9813	42.7531	0.232298	0.19270199999999998	2.23639	1.8984299999999998	0.133133	0.287047	0.21472800000000003	10.543	0.304645	0.05158769999999999	1.4133200000000001	0.0204492	4.5789599999999995	0.00910016	6.41946	18.5725	0.9875729999999999	NA	1.5545200000000001	4.29788	0.0197569	5.57484	0.079954	9.26827	0.06126330000000001	12.5415	NA	0.030413299999999997	11.9078	0.0519257	0.03798	0.033956599999999997	0.059106500000000006	2.9245200000000002	2.22752	6.50135	0.185887	2.8144299999999998
ENSG00000026025|VIM|protein_coding	3558.63	48.7704	2039.22	549.547	1277.76	5.8736	1325.61	1529.49	177.521	6.979410000000001	0.134236	579.344	375.658	110.2	1850.68	608.768	125.709	3.98581	2.9083200000000002	6.707319999999999	243.14	157.921	77.3024	70.3714	3407.48	8.49677	23.733	364.974	3640.44	989.591	541.737	23.3755	401.277	296.597	1.59476	3775.03	150.06	2494.02	136.998	431.616	144.749	1324.41	146.57	52.9821	767.0360000000001	14.523	1163.08	28.5902	3.7503699999999998	44.1781	886.418	4.6846	0.909942	382.26599999999996	1.54849	588.214	78.8894	5.5084800000000005	609.33	20.0128	1.20671	3.7164
ENSG00000027075|PRKCH|protein_coding	0.551279	3.0992900000000003	1.62673	2.61671	0.166913	18.2527	0.042161000000000004	0.9255129999999999	0.307793	15.095999999999998	2.20154	2.14747	13.1441	4.37459	2.31352	4.9727	15.7657	12.3585	19.8582	30.9545	9.46295	9.1727	26.1869	10.0134	1.18049	8.97054	8.41498	16.5427	1.76785	4.056430000000001	5.63852	18.3945	9.06886	4.69102	14.7017	2.68552	12.8102	28.1561	17.6096	1.7403400000000002	10.5178	1.0059	9.70009	10.0738	2.0424	10.2264	1.9018	18.7453	5.45525	4.30875	0.025580000000000002	20.2521	3.38889	2.47586	3.71538	6.8646199999999995	0.158413	5.81773	1.15669	18.4349	1.34607	6.01623
ENSG00000035115|SH3YL1|protein_coding	5.41919	14.1008	8.26448	4.47096	3.94555	15.2605	3.56595	8.61762	7.272360000000001	35.3852	77.308	9.16809	12.9868	6.43061	4.66369	21.8726	36.1862	30.6235	15.0218	10.9776	23.3466	33.4118	36.6004	121.012	6.45295	52.1134	28.4919	23.0967	5.73977	2.92208	6.0876	62.5984	123.625	3.43908	21.1803	8.89745	103.444	6.878360000000001	123.818	16.1218	42.67	3.4830699999999997	32.8035	29.4952	2.10453	28.5559	1.68344	14.9169	28.9354	38.5258	2.4916400000000003	21.0657	13.4907	32.5712	15.1765	11.245999999999999	10.774000000000001	7.9781699999999995	10.7909	30.9016	43.0493	12.5098
ENSG00000039068|CDH1|protein_coding	0.593192	63.5001	0.400947	0.23041	0.933866	215.335	0.973183	32.7723	24.2942	444.68300000000005	85.8005	2.20087	228.858	50.6399	0.32526	209.752	202.645	171.877	308.847	368.842	186.828	279.878	500.26099999999997	201.25799999999998	1.15714	164.507	252.361	64.3926	0.631081	7.83195	0.6452220000000001	71.3994	212.608	14.3888	335.402	1.0554299999999999	174.46	0.147982	192.675	18.9478	65.0212	19.637	130.77200000000002	73.0986	0.9358920000000001	62.068999999999996	0.780808	400.724	107.089	120.531	0.136985	394.269	39.2248	89.6789	245.847	178.935	33.4107	159.935	73.0919	372.17199999999997	47.398999999999994	251.796
ENSG00000047188|YTHDC2|protein_coding	7.69522	8.1251	15.4982	8.72354	12.6292	5.00926	18.5439	31.6075	27.9475	15.3683	13.4816	41.7467	16.6864	6.90815	12.716	14.8186	9.82127	10.5299	9.64224	31.8556	12.6822	17.294	13.202	12.4544	16.57	19.8433	8.2881	24.5164	17.9363	21.2625	14.1483	13.6793	13.787	18.2621	29.0104	20.1994	10.709000000000001	22.7022	14.0678	25.5868	14.155999999999999	13.1934	14.4776	9.600810000000001	7.6139	11.2131	10.8893	27.5336	7.222639999999999	2.97284	10.0073	9.14896	2.93027	13.5148	31.97	14.681	21.861	2.60462	10.0351	11.1942	6.48939	8.67948
ENSG00000049167|ERCC8|protein_coding	4.07671	4.34507	7.223839999999999	5.49975	8.41077	3.6709099999999997	14.8149	15.3653	13.4167	9.94738	9.67564	13.5563	10.3992	8.02341	8.23948	7.085380000000001	6.03335	5.20063	12.4335	6.585089999999999	9.42494	11.2729	5.08905	7.923430000000001	9.696489999999999	6.42919	6.5072	14.7432	9.82147	11.7241	9.26025	12.2428	8.6599	8.21978	13.2801	11.1608	9.08537	25.7444	12.6776	13.9025	6.558389999999999	11.7919	5.71632	7.310630000000001	5.7728	5.08823	5.93018	6.3606300000000005	4.50166	2.8834	5.28367	3.12051	1.06019	3.3343199999999995	10.3559	7.795719999999999	8.47161	2.0280299999999998	3.9051400000000003	3.29063	3.06161	6.0648
ENSG00000049192|ADAMTS6|protein_coding	28.7145	0.107841	2.4207	2.54179	15.9	0.07484360000000001	11.0663	34.9999	0.0402911	2.8265599999999997	0.721997	4.913819999999999	0.495691	0.20911100000000002	0.844722	0.0796965	0.291754	1.9412099999999999	0.10658499999999999	0.06947660000000001	0.0431191	0.49362799999999996	0.0103015	1.9555	13.1761	0.509737	0.052221500000000004	2.72936	1.9362599999999999	4.42657	5.92537	0.0928201	0.32234	8.207239999999999	0.298304	2.96512	0.416996	26.2194	0.30607	0.7625460000000001	0.10747899999999999	24.2924	2.04881	0.207988	0.44401	0.0379621	2.51763	0.0798344	0.102233	1.27366	0.286722	0.319738	0.816246	0.036920800000000004	0.364888	0.403122	0.077549	0.5199060000000001	0.047052699999999996	0.026628199999999998	0.38379	0.146055
ENSG00000049283|EPN3|protein_coding	0.257614	12.0579	0.223721	0.08370369999999999	0.172037	23.0275	0.0	0.610341	0.531381	8.37124	0.044880199999999995	1.42366	11.7809	7.65671	0.336839	24.0283	26.0881	13.3367	10.8598	40.9349	10.5156	10.9328	8.59145	5.237419999999999	0.145175	17.162	5.54605	2.12106	0.08960139999999998	0.745159	0.08516180000000001	8.91544	11.4782	0.0681994	8.997539999999999	0.33522199999999996	3.54439	0.033685400000000004	1.62573	0.152267	5.13706	0.342215	26.6539	23.3971	0.741775	21.4364	0.41751499999999997	42.8406	19.7108	3.8281	0.459284	31.4706	9.33267	13.9965	29.5904	14.620999999999999	0.66679	7.455010000000001	17.7519	29.0099	0.23506	15.6493
ENSG00000052344|PRSS8|protein_coding	0.09389360000000001	122.473	0.28626	0.262457	0.159893	61.2428	0.07958760000000001	1.52674	1.73542	59.3534	22.0522	0.993181	70.2039	139.393	0.140673	104.323	70.8484	57.7519	81.0836	108.635	88.5528	22.7677	241.361	45.0331	0.244211	103.54700000000001	168.567	6.12171	0.18807100000000002	0.320628	0.142263	86.9161	55.3948	0.857564	63.6771	0.0591193	45.0944	0.026308799999999997	14.5946	0.6986720000000001	0.772043	2.42941	49.9124	27.9447	0.43552399999999997	52.0337	0.202256	107.60799999999999	87.9055	27.997	0.0482876	53.1292	23.4258	69.2498	107.07	43.5076	1.04663	38.3474	61.5743	161.55	3.7034199999999995	63.0365
ENSG00000054179|ENTPD2|protein_coding	0.134172	22.9363	0.29006	0.5385270000000001	2.76868	3.7441	1.50122	0.503811	0.12235599999999999	6.39687	7.01243	0.60245	9.50168	25.0325	1.36693	27.7633	6.96772	17.9164	7.827660000000001	2.27469	5.79894	5.318280000000001	7.575060000000001	1.42058	0.12214000000000001	14.2766	6.41423	0.707867	0.33	0.043122	0.118278	6.983960000000001	24.3531	0.255744	8.64435	NA	7.44273	0.0150379	3.60819	5.31907	43.4798	0.28730300000000003	14.493	9.12541	1.33857	3.50996	0.0990922	1.84827	9.78381	1.51299	0.0220806	5.34238	7.48232	24.5922	39.8483	7.44198	1.9534599999999998	1.42659	34.9124	10.4257	16.9948	5.1387
ENSG00000058272|PPP1R12A|protein_coding	36.1145	17.1258	23.2153	22.1806	20.7658	4.07199	23.2752	31.319000000000003	46.2691	32.6885	33.6231	47.1363	18.8941	20.0	27.7011	21.3698	20.284000000000002	32.923	19.8488	24.9612	23.471	39.6717	18.066	20.2639	47.0333	19.9434	24.1099	23.5689	24.9164	37.163000000000004	47.2655	22.3078	40.1129	20.5896	14.1536	46.6984	15.561	36.1542	18.9491	22.6267	27.6391	16.29	32.8342	16.051	21.0823	12.2958	20.0219	18.3357	8.418510000000001	6.23517	12.7766	6.96996	7.24797	10.1537	20.7697	15.1223	24.3903	9.65423	14.6631	13.3056	22.99	11.2736
ENSG00000059377|TBXAS1|protein_coding	0.741784	0.30045700000000003	0.46625600000000006	1.8646099999999999	0.565253	0.0901554	0.7298140000000001	0.417451	1.3417	0.100884	13.4307	0.6519590000000001	0.519219	0.29387399999999997	5.903169999999999	1.9690900000000002	0.19680799999999998	0.31914499999999996	0.20786999999999997	0.139484	0.238542	1.52264	0.29781599999999997	0.148148	1.00773	0.0720451	0.115326	1.5803399999999999	0.58001	3.61864	1.7369599999999998	0.69881	1.10791	0.0946814	0.82347	3.03588	0.872597	5.0105900000000005	1.4676200000000001	0.780139	0.394567	0.19303299999999998	1.26804	0.516575	3.3239099999999997	0.360748	3.7215800000000003	0.167676	0.235587	0.0636056	0.06539740000000001	0.0942721	0.0437906	0.62405	1.33733	0.6197600000000001	2.06918	0.014536199999999999	2.1160099999999997	0.35639899999999997	16.3991	0.121982
ENSG00000059758|CDK17|protein_coding	10.9485	10.6421	11.3462	5.31935	9.76905	3.7877199999999998	16.2272	26.7704	32.9115	24.1422	89.3664	22.4125	12.5213	15.0628	14.6351	14.0933	13.4816	21.2986	12.4835	16.3616	11.8647	14.9427	14.3334	13.3281	15.3575	11.0562	15.3285	26.7916	19.6853	29.3151	15.6682	13.8028	13.2332	30.4793	22.5256	43.8425	10.384	37.891999999999996	14.6726	25.65	21.5916	13.9491	11.3505	6.53116	9.590869999999999	6.6729899999999995	10.837	11.2175	5.19784	3.58085	12.3594	4.24418	3.1736299999999997	2.5506599999999997	23.2075	8.14892	25.803	4.71064	6.32519	6.77101	35.3229	7.19844
ENSG00000062038|CDH3|protein_coding	0.374701	28.7918	1.3255299999999999	0.24609899999999998	101.809	248.513	63.3545	3.9194699999999996	14.7375	522.797	95.3362	2.08248	298.92900000000003	63.7615	1.13576	187.794	133.72799999999998	291.04400000000004	526.419	374.87699999999995	392.376	344.75699999999995	302.796	119.109	0.877115	369.38800000000003	125.304	103.111	2.45249	0.821089	0.32656199999999996	104.014	1.66152	3.71716	223.102	121.365	192.532	0.20043699999999998	173.452	5.21612	204.40400000000002	2.0423400000000003	234.093	68.6157	16.2003	46.653999999999996	0.33962800000000004	373.838	279.923	99.9484	0.0882922	445.38	69.214	100.04	2.15905	230.99900000000002	19.2489	224.507	29.5363	484.475	73.8749	258.13599999999997
ENSG00000064270|ATP2C2|protein_coding	0.390819	0.643702	0.32762199999999997	0.48767200000000005	0.408175	2.1149	0.09775249999999999	1.64966	0.169019	6.6825	61.6483	1.31944	3.7921300000000002	1.26911	0.429332	1.8480599999999998	21.1733	12.4367	17.1483	10.3526	17.0498	4.06453	72.4196	6.3057300000000005	0.0749873	4.27425	16.5441	7.927980000000001	0.130719	0.787615	0.23827199999999998	21.7131	15.4225	1.51888	3.94311	0.0907656	4.3288	0.34736999999999996	2.63095	2.84828	5.83861	1.25758	4.975	18.6193	2.7330900000000002	17.3478	2.13817	16.0545	6.8887	6.32362	0.13047899999999998	4.77692	5.90739	14.7034	36.2929	5.90569	0.28567	2.5979	1.38025	17.5546	36.3703	18.2854
ENSG00000064547|LPAR2|protein_coding	3.3193599999999996	57.3166	20.4502	21.2895	4.57907	28.9932	3.21555	8.441880000000001	13.2973	22.3552	17.2245	4.15603	26.7348	47.1158	11.1282	18.4551	13.5709	17.7966	17.7063	17.7014	8.31911	8.03529	24.9358	28.6566	0.693758	17.0222	4.97299	21.5493	14.3357	10.6682	14.0299	28.7856	4.89283	4.04853	10.1301	3.67244	20.8463	1.93324	13.479000000000001	15.6457	26.7786	9.46291	19.4957	14.6462	14.517000000000001	34.2319	6.5738199999999996	20.5942	25.5567	18.8881	2.24847	34.2455	7.338539999999999	21.7994	22.4262	29.2826	24.1351	11.7519	17.3262	32.796	23.2466	25.875999999999998
ENSG00000064999|ANKS1A|protein_coding	18.2276	47.7944	14.5693	7.828130000000001	10.1992	14.9723	13.8479	25.1387	31.1745	34.0003	7.962260000000001	22.5872	29.1786	57.5167	22.95	25.3395	38.8288	39.524	31.4611	20.4199	53.9388	16.8772	28.3693	38.7824	22.4864	29.7674	22.5688	24.2143	13.8235	33.0049	12.6545	58.5216	55.3682	13.7947	16.7984	24.3081	26.1313	11.722999999999999	24.9866	24.2442	25.4589	20.7619	18.0225	24.6227	18.662	36.6956	15.0853	21.7135	20.1439	12.9952	8.14125	27.9848	10.1687	50.4309	16.3272	24.6406	22.5347	9.32704	21.3329	20.469	10.8914	17.2225
ENSG00000065361|ERBB3|protein_coding	3.3197900000000002	29.9307	0.23508400000000002	0.483725	0.593835	26.2264	0.6416470000000001	11.7783	25.1978	97.7662	28.8622	4.4889	59.5706	45.8539	0.414894	90.2679	153.27100000000002	28.4816	33.1037	44.653	47.5401	73.3826	87.1648	91.715	0.681987	83.0069	60.5282	12.9479	0.842886	4.01575	1.1306200000000002	31.2169	43.2669	2.76697	10.3448	0.539796	26.2292	0.194217	24.4628	35.7115	42.8671	9.72127	55.302	67.2202	0.632484	21.0007	1.69797	37.1101	53.4278	27.6623	0.6585310000000001	29.9161	16.6047	60.7551	80.295	40.0712	17.8209	17.0323	122.538	56.4764	14.4822	26.8501
ENSG00000065802|ASB1|protein_coding	42.8352	11.0313	25.9284	39.025999999999996	12.3503	10.5046	14.864	45.6799	18.7848	12.7156	29.6563	29.9087	14.4841	11.0992	23.0607	15.3155	10.8218	15.7175	5.2413099999999995	9.57845	20.8897	24.0522	12.8152	16.3437	37.3842	14.9324	10.0427	42.0121	31.1987	28.4122	27.825	27.9911	20.0478	80.08800000000001	48.3841	13.527999999999999	25.0009	82.9586	22.2337	22.5895	13.4589	38.0974	29.4402	2.78667	22.73	15.1232	22.5775	8.31909	13.1563	6.4137	15.062999999999999	12.5962	5.02784	6.11164	14.7515	13.9451	16.8531	3.62762	15.8183	9.62858	22.4124	3.75757
